"Entry","Entry name","Status","Gene names","product","Length","Keywords","Protein families","Cross-reference (KEGG)",,,,,,,,,,
"O53945","MYCP5_MYCTU","reviewed","mycP5 Rv1796 LH57_09820","Mycosin-5 (EC 3.4.21.-) (MycP5 protease)",585,"Cell membrane;Complete proteome;Hydrolase;Membrane;Protease;Reference proteome;Serine protease;Signal;Transmembrane;Transmembrane helix","Peptidase S8 family","mtu:Rv1796;mtv:RVBD_1796;",,,,,,,,,,
"P9WJQ3","NARG_MYCTU","reviewed","narG Rv1161","Nitrate reductase alpha subunit (EC 1.7.5.1)",1232,"4Fe-4S;Acetylation;Cell membrane;Complete proteome;Electron transport;Iron;Iron-sulfur;Membrane;Metal-binding;Molybdenum;Nitrate assimilation;Oxidoreductase;Reference proteome;Transport","Prokaryotic molybdopterin-containing oxidoreductase family","mtu:Rv1161;",,,,,,,,,,
"P9WKD1","PBPA_MYCTU","reviewed","pbpA Rv0016c MTCY10H4.16c","Penicillin-binding protein A (PBPA)",491,"3D-structure;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Complete proteome;Membrane;Peptidoglycan synthesis;Phosphoprotein;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix","Transpeptidase family","mtu:Rv0016c;",,,,,,,,,,
"P9WP37","QCRB_MYCTU","reviewed","qcrB Rv2196 MTCY190.07","Cytochrome bc1 complex cytochrome b subunit (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit QcrB) (Ubiquinol--cytochrome c reductase cytochrome b subunit)",549,"Cell membrane;Complete proteome;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Respiratory chain;Translocase;Transmembrane;Transmembrane helix;Transport","Cytochrome b family","mtu:Rv2196;",,,,,,,,,,
"P9WP35","QCRC_MYCTU","reviewed","qcrC Rv2194 MTCY190.05","Cytochrome bc1 complex cytochrome c subunit (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit QcrC) (Ubiquinol--cytochrome c reductase cytochrome c subunit)",280,"Cell membrane;Complete proteome;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Repeat;Respiratory chain;Translocase;Transmembrane;Transmembrane helix;Transport",,"mtu:Rv2194;mtv:RVBD_2194;",,,,,,,,,,
"P9WQH7","PCC5_MYCTU","reviewed","accD5 pccB Rv3280 MTCY71.20","Probable propionyl-CoA carboxylase beta chain 5 (PCCase) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase)",548,"3D-structure;ATP-binding;Complete proteome;Ligase;Nucleotide-binding;Reference proteome","AccD/PCCB family","mtu:Rv3280;",,,,,,,,,,
"P9WHK5","PYRH_MYCTU","reviewed","pyrH Rv2883c MTCY274.14c","Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)",261,"3D-structure;ATP-binding;Acetylation;Complete proteome;Cytoplasm;Kinase;Nucleotide-binding;Pyrimidine biosynthesis;Reference proteome;Transferase","UMP kinase family","mtu:Rv2883c;",,,,,,,,,,
"P9WGM3","PDTAR_MYCTU","reviewed","pdtaR Rv1626","Probable transcriptional regulatory protein pdtaR",205,"3D-structure;Acetylation;Complete proteome;Phosphoprotein;Reference proteome;Transcription;Transcription antitermination;Transcription regulation;Two-component regulatory system",,"mtu:Rv1626;",,,,,,,,,,
"P9WP99","PDUO_MYCTU","reviewed","Rv1314c MTCY373.34c","Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a","c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase)",193,"3D-structure;ATP-binding;Cobalamin biosynthesis;Complete proteome;Cytoplasm;Nucleotide-binding;Porphyrin biosynthesis;Reference proteome;Transferase","Cob(I)alamin adenosyltransferase family","mtu:Rv1314c;",,,,,,,,,
"P9WJI5","NAT_MYCTU","reviewed","nat nhoA tbnat Rv3566c MTCY06G11.13c","Arylamine N-acetyltransferase (NAT) (EC 2.3.1.5) (TBNAT)",283,"Acyltransferase;Antibiotic resistance;Complete proteome;Reference proteome;Transferase","Arylamine N-acetyltransferase family","mtu:Rv3566c;",,,,,,,,,,
"P9WHG7","PARE1_MYCTU","reviewed","parE1 Rv1959c","Toxin ParE1",98,"Complete proteome;Reference proteome;Toxin-antitoxin system","RelE toxin family","mtu:Rv1959c;",,,,,,,,,,
"P9WHG5","PARE2_MYCTU","reviewed","parE2 Rv2142c","Toxin ParE2",105,"Complete proteome;Reference proteome;Toxin-antitoxin system","RelE toxin family","mtu:Rv2142c;",,,,,,,,,,
"P9WIJ5","PCP_MYCTU","reviewed","pcp Rv0319 MTCY63.24","Pyrrolidone-carboxylate peptidase (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrase)",222,"Complete proteome;Cytoplasm;Hydrolase;Protease;Reference proteome;Thiol protease","Peptidase C15 family","mtu:Rv0319;",,,,,,,,,,
"P9WH23","QCRA_MYCTU","reviewed","qcrA Rv2195 MTCY190.06","Cytochrome bc1 complex Rieske iron-sulfur subunit (Cytochrome bc1 reductase complex subunit QcrA) (Rieske iron-sulfur protein) (Ubiquinol--cytochrome c reductase iron-sulfur subunit)",429,"2Fe-2S;Cell membrane;Complete proteome;Disulfide bond;Electron transport;Iron;Iron-sulfur;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Respiratory chain;Transmembrane;Transmembrane helix;Transport",,"mtu:Rv2195;mtv:RVBD_2195;",,,,,,,,,,
"L7N695","PE05_MYCTU","reviewed","PE5 Rv0285 LH57_01560","PE family immunomodulator PE5",102,"Complete proteome;Reference proteome;Secreted;Virulence","Mycobacterial PE family","mtu:Rv0285;mtv:RVBD_0285;",,,,,,,,,,
"Q79FS8","PE09_MYCTU","reviewed","PE9 Rv1088","PE family protein PE9",144,"Cell wall;Complete proteome;Reference proteome;Secreted;Virulence","Mycobacterial PE family","mtu:Rv1088;mtv:RVBD_1088;",,,,,,,,,,
"L0T5T4","PE10_MYCTU","reviewed","PE10 Rv1089","PE family protein PE10 (Fragment)",120,"Cell wall;Complete proteome;Reference proteome;Secreted;Virulence","Mycobacterial PE family",,,,,,,,,,,
"Q79FR3","PE13_MYCTU","reviewed","PE13 Rv1195 LH57_06555","PE family protein PE13",99,"Cell wall;Complete proteome;Reference proteome;Secreted;Virulence","Mycobacterial PE family","mtu:Rv1195;mtv:RVBD_1195;",,,,,,,,,,
"O53553","PG54_MYCTU","reviewed","PE_PGRS54 Rv3508 MTV023.15","Uncharacterized PE-PGRS family protein PE_PGRS54",1901,"Complete proteome;Reference proteome;Repeat","Mycobacterial PE family"," PGRS subfamily","mtu:Rv3508;",,,,,,,,,
"P9WGL5","PDTAS_MYCTU","reviewed","pdtaS Rv3220c","Probable sensor histidine kinase pdtaS (EC 2.7.13.3)",501,"3D-structure;ATP-binding;Complete proteome;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Two-component regulatory system",,"mtu:Rv3220c;",,,,,,,,,,
"I6X486","PE25_MYCTU","reviewed","PE25 Rv2431c LH57_13295","PE-PGRS family protein PE25",99,"3D-structure;Acetylation;Complete proteome;Reference proteome;Secreted;Virulence","Mycobacterial PE family","mtu:Rv2431c;mtv:RVBD_2431c;",,,,,,,,,,
"I6Y8K5","PG08_MYCTU","reviewed","PE_PGRS8 Rv0742 LH57_04020","PE-PGRS family protein PE_PGRS8",175,"Cell wall;Complete proteome;Reference proteome;Secreted","Mycobacterial PE family"," PGRS subfamily","mtu:Rv0742;mtv:RVBD_0742;",,,,,,,,,
"P9WIF1","PG35_MYCTU","reviewed","PE_PGRS35 Rv1983 MTCY39.36c","Uncharacterized PE-PGRS family protein PE_PGRS35",558,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","Mycobacterial PE family"," PGRS subfamily","mtu:Rv1983;mtv:RVBD_1983;",,,,,,,,,
"I6Y4D2","PEPAM_MYCTU","reviewed","Rv3717","N-acetylmuramoyl-L-alanine amidase Rv3717 (EC 3.5.1.28) (Zinc-dependent peptidoglycan amidase)",241,"3D-structure;Cell wall biogenesis/degradation;Complete proteome;Disulfide bond;Hydrolase;Metal-binding;Periplasm;Reference proteome;Signal;Zinc","N-acetylmuramoyl-L-alanine amidase 3 family","mtu:Rv3717;mtv:RVBD_3717;",,,,,,,,,,
"P9WHS7","PEPE_MYCTU","reviewed","pepE Rv2089c MTCY49.29c","Probable dipeptidase PepE (EC 3.4.13.-)",375,"Cell membrane;Complete proteome;Hydrolase;Manganese;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix","Peptidase M24B family","mtu:Rv2089c;",,,,,,,,,,
"O05461","MYCP1_MYCTU","reviewed","mycP1 Rv3883c LH57_21150","Mycosin-1 (EC 3.4.21.-) (MycP1 protease)",446,"Cell membrane;Complete proteome;Hydrolase;Membrane;Protease;Reference proteome;Serine protease;Signal;Transmembrane;Transmembrane helix","Peptidase S8 family","mtu:Rv3883c;mtv:RVBD_3883c;",,,,,,,,,,
"O05458","MYCP2_MYCTU","reviewed","mycP2 Rv3886c","Mycosin-2 (EC 3.4.21.-) (MycP2 protease)",550,"Cell membrane;Complete proteome;Hydrolase;Membrane;Protease;Reference proteome;Serine protease;Signal;Transmembrane;Transmembrane helix","Peptidase S8 family","mtu:Rv3886c;mtv:RVBD_3886c;",,,,,,,,,,
"P9WIL1","PANE_MYCTU","reviewed","Rv2573 MTCY227.28c","Putative 2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase) (KPA reductase) (KPR)",295,"3D-structure;Complete proteome;Cytoplasm;NADP;Oxidoreductase;Pantothenate biosynthesis;Reference proteome","Ketopantoate reductase family","mtu:Rv2573;",,,,,,,,,,
"P9WIJ7","PARD1_MYCTU","reviewed","parD1 Rv1960c MTCY09F9.04","Antitoxin ParD1",83,"Coiled coil;Complete proteome;Reference proteome;Toxin-antitoxin system","ParD antitoxin family","mtu:Rv1960c;",,,,,,,,,,
"P9WJ75","PARD2_MYCTU","reviewed","parD2 Rv2142A","Antitoxin ParD2",71,"Complete proteome;Reference proteome;Toxin-antitoxin system",,"mtu:Rv2142A;",,,,,,,,,,
"P9WQH5","PCC6_MYCTU","reviewed","accD6 Rv2247 MTCY427.28","Probable propionyl-CoA carboxylase beta chain 6 (PCCase) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase)",473,"3D-structure;ATP-binding;Acetylation;Complete proteome;Ligase;Nucleotide-binding;Reference proteome","AccD/PCCB family","mtu:Rv2247;",,,,,,,,,,
"Q79FP3","PG26_MYCTU","reviewed","PE_PGRS26 Rv1441c","PE-PGRS family protein PE_PGRS26",491,"Complete proteome;Reference proteome","Mycobacterial PE family"," PGRS subfamily","mtu:Rv1441c;mtv:RVBD_1441c;",,,,,,,,,
"P9WIF3","PG34_MYCTU","reviewed","PE_PGRS34 Rv1840c MTCY1A11.04 MTCY359.33","Uncharacterized PE-PGRS family protein PE_PGRS34",515,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","Mycobacterial PE family"," PGRS subfamily","mtu:Rv1840c;mtv:RVBD_1840c;",,,,,,,,,
"P9WIB7","PHKR_MYCTU","reviewed","Rv2951c","Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase (EC 1.2.-.-)",381,"Complete proteome;Lipid biosynthesis;Lipid metabolism;Oxidoreductase;Reference proteome","Mer family"," Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase subfamily","mtu:Rv2951c;",,,,,,,,,
"P9WIN3","PHMT_MYCTU","reviewed","Rv2952","Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase (EC 2.1.1.-)",270,"Complete proteome;Lipid biosynthesis;Lipid metabolism;Methyltransferase;Reference proteome;Transferase","Methyltransferase superfamily"," Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase family","mtu:Rv2952;",,,,,,,,,
"P9WMW1","PHSG_MYCTU","reviewed","glgP Rv1328 MTCY130.13","Glycogen phosphorylase (EC 2.4.1.1)",863,"Allosteric enzyme;Carbohydrate metabolism;Complete proteome;Glycogen metabolism;Glycosyltransferase;Pyridoxal phosphate;Reference proteome;Transferase","Glycogen phosphorylase family","mtu:Rv1328;",,,,,,,,,,
"P9WID7","PFKA_MYCTU","reviewed","pfkA Rv3010c MTV012.24c","ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)",343,"ATP-binding;Complete proteome;Cytoplasm;Glycolysis;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase","Phosphofructokinase type A (PFKA) family"," Mixed-substrate PFK group III subfamily","mtu:Rv3010c;",,,,,,,,,
"P9WI93","PHS_MYCTU","reviewed","Rv1159.1 Rv1159A","Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96)",94,"Acetylation;Complete proteome;Lyase;Reference proteome","Pterin-4-alpha-carbinolamine dehydratase family","mtu:Rv1159A;",,,,,,,,,,
"P71707","PBP1A_MYCTU","reviewed","ponA1 Rv0050 MTCY21D4.13","Penicillin-binding protein 1A (PBP-1A) (Penicillin-binding protein 1*) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]",820,"3D-structure;Carboxypeptidase;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Complete proteome;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Peptidoglycan synthesis;Protease;Reference proteome;Transferase;Transmembrane;Transmembrane helix","Glycosyltransferase 51 family; Transpeptidase family","mtu:Rv0050;",,,,,,,,,,
"P9WII9","PDXS_MYCTU","reviewed","pdxS Rv2606c MTCY1A10.27","Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1)",299,"3D-structure;Complete proteome;Isopeptide bond;Lyase;Pyridoxal phosphate;Reference proteome;Schiff base;Ubl conjugation","PdxS/SNZ family","mtu:Rv2606c;",,,,,,,,,,
"Q79FU3","PG16_MYCTU","reviewed","PE_PGRS16 Rv0977","PE-PGRS family protein PE_PGRS16",923,"3D-structure;Complete proteome;Metal-binding;Reference proteome;Zinc","Mycobacterial PE family"," PGRS subfamily","mtu:Rv0977;mtv:RVBD_0977;",,,,,,,,,
"Q79FU2","PG17_MYCTU","reviewed","PE_PGRS17 Rv0978c LH57_05330","PE-PGRS family protein PE_PGRS17",331,"Complete proteome;Reference proteome;Repeat;Virulence","Mycobacterial PE family"," PGRS subfamily","mtu:Rv0978c;mtv:RVBD_0978c;",,,,,,,,,
"Q79FU0","PG18_MYCTU","reviewed","PE_PGRS18 Rv0980c LH57_05345","PE-PGRS family protein PE_PGRS18",457,"Complete proteome;Reference proteome;Repeat","Mycobacterial PE family"," PGRS subfamily","mtu:Rv0980c;mtv:RVBD_0980c;",,,,,,,,,
"O05581","PAT_MYCTU","reviewed","Rv0998","Acetyltransferase Pat (EC 2.3.1.-) (GCN5-like enzyme) (GCN5-related N-acetyltransferase) (GNAT) (Protein acetyltransferase) (Pat)",333,"3D-structure;Acyltransferase;Complete proteome;Magnesium;Metal-binding;Reference proteome;Transferase",,"mtu:Rv0998;mtv:RVBD_0998;",,,,,,,,,,
"P9WIG9","PE23_MYCTU","reviewed","PE23 Rv2328 MTCY3G12.06","Uncharacterized PE family protein PE23",382,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","Mycobacterial PE family","mtu:Rv2328;",,,,,,,,,,
"P9WIG3","PG03_MYCTU","reviewed","PE_PGRS3 Rv0278c MTV035.06c","Uncharacterized PE-PGRS family protein PE_PGRS3",957,"Complete proteome;Reference proteome;Repeat","Mycobacterial PE family"," PGRS subfamily","mtu:Rv0278c;",,,,,,,,,
"Q6MX50","PG05_MYCTU","reviewed","PE_PGRS5 Rv0297","PE-PGRS family protein PE_PGRS5",591,"Complete proteome;Host endoplasmic reticulum;Reference proteome;Virulence","Mycobacterial PE family"," PGRS subfamily","mtu:Rv0297;mtv:RVBD_0297;",,,,,,,,,
"Q6MWV0","PG61_MYCTU","reviewed","PE_PGRS61 Rv3653","PE-PGRS family protein PE_PGRS61",195,"Calcium;Cell wall;Complete proteome;Reference proteome;Secreted","Mycobacterial PE family"," PGRS subfamily","mtu:Rv3653;mtv:RVBD_3653;",,,,,,,,,
"Q79FW5","PG11_MYCTU","reviewed","PE_PGRS11 Rv0754","PE-PGRS family protein PE_PGRS11 (PE-PGRS phosphoglycerate mutase) (EC 5.4.2.12)",584,"Cell wall;Complete proteome;Isomerase;Magnesium;Reference proteome;Secreted;Stress response;Virulence","Mycobacterial PE family"," PGRS subfamily; Phosphoglycerate mutase family","mtu:Rv0754;mtv:RVBD_0754;",,,,,,,,,
"P9WIE7","PG46_MYCTU","reviewed","PE_PGRS46 Rv2634c MTCY441.04c","Uncharacterized PE-PGRS family protein PE_PGRS46",778,"Complete proteome;Reference proteome","Mycobacterial PE family"," PGRS subfamily","mtu:Rv2634c;mtv:RVBD_2634c;",,,,,,,,,
"Q79FB3","PG47_MYCTU","reviewed","PE_PGRS47 Rv2741","PE-PGRS family protein PE_PGRS47",525,"Complete proteome;Host cytoplasm;Reference proteome;Secreted;Virulence","Mycobacterial PE family"," PGRS subfamily","mtu:Rv2741;",,,,,,,,,
"P9WID1","PGK_MYCTU","reviewed","pgk Rv1437 MTCY493.17c","Phosphoglycerate kinase (EC 2.7.2.3)",412,"ATP-binding;Complete proteome;Cytoplasm;Glycolysis;Kinase;Nucleotide-binding;Reference proteome;Transferase","Phosphoglycerate kinase family","mtu:Rv1437;",,,,,,,,,,
"P96284","PKS15_MYCTU","reviewed","pks15 Rv2947c","Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15",496,"Complete proteome;Reference proteome",,"mtu:Rv2947c;",,,,,,,,,,
"P9WMZ9","PIMG_MYCTU","reviewed","Rv2181","Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase (EC 2.4.1.-) (Alpha-D-mannose-alpha-(1-2)-mannosyltransferase) (Alpha-mannosyltransferase) (Alpha-ManT) (PPM-dependent mannosyltransferase) (Polyprenol-phosphate-mannose alpha-mannosyltransferase) (PPM alpha-mannosyltransferase)",427,"Cell membrane;Complete proteome;Glycosyltransferase;Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Virulence","Glycosyltransferase 87 family","mtu:Rv2181;",,,,,,,,,,
"P9WMZ5","PIMA_MYCTU","reviewed","pimA Rv2610c MTCY01A10.23","Phosphatidyl-myo-inositol mannosyltransferase (EC 2.4.1.345) (Alpha-mannosyltransferase) (GDP-mannose-dependent alpha-(1-2)-phosphatidylinositol mannosyltransferase) (Guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase) (Phosphatidylinositol alpha-mannosyltransferase) (PI alpha-mannosyltransferase)",378,"Cell membrane;Complete proteome;Glycosyltransferase;Lipid biosynthesis;Lipid metabolism;Magnesium;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase;Virulence","Glycosyltransferase group 1 family"," Glycosyltransferase 4 subfamily","mtu:Rv2610c;",,,,,,,,,
"P9WI87","PILIN_MYCTU","reviewed","mtp Rv3312.1 Rv3312A","Pilin (Pili structural subunit)",103,"Cell adhesion;Complete proteome;Direct protein sequencing;Fimbrium;Reference proteome;Signal;Virulence","Mycobacterial pilin family","mtu:Rv3312A;",,,,,,,,,,
"P9WI71","PKNH_MYCTU","reviewed","pknH Rv1266c MTCY50.16","Serine/threonine-protein kinase PknH (EC 2.7.11.1)",626,"3D-structure;ATP-binding;Cell membrane;Complete proteome;Disulfide bond;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Stress response;Transferase;Transmembrane;Transmembrane helix","Protein kinase superfamily"," Ser/Thr protein kinase family","mtu:Rv1266c;",,,,,,,,,
"P9WI67","PKNJ_MYCTU","reviewed","pknJ Rv2088 MTCY49.28","Serine/threonine-protein kinase PknJ (EC 2.7.11.1)",589,"ATP-binding;Cell membrane;Complete proteome;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase;Transmembrane;Transmembrane helix","Protein kinase superfamily"," Ser/Thr protein kinase family","mtu:Rv2088;",,,,,,,,,
"P9WIA7","PIT_MYCTU","reviewed","pit pitA Rv0545c MTCY25D10.24c","Probable low-affinity inorganic phosphate transporter",417,"Cell membrane;Complete proteome;Membrane;Phosphate transport;Reference proteome;Transmembrane;Transmembrane helix;Transport","Inorganic phosphate transporter (PiT) (TC 2.A.20) family"," Pit subfamily","mtu:Rv0545c;",,,,,,,,,
"P9WIC5","PHBS_MYCTU","reviewed","Rv2949c","Chorismate pyruvate-lyase (EC 4.1.3.40) (4-HB synthase) (p-hydroxybenzoic acid synthase)",199,"Complete proteome;Lyase;Reference proteome","Chorismate pyruvate-lyase type 2 family","mtu:Rv2949c;",,,,,,,,,,
"P9WPG7","PISA_MYCTU","reviewed","pgsA1 Rv2612c","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase)",217,"Cell membrane;Complete proteome;Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase;Transmembrane;Transmembrane helix","CDP-alcohol phosphatidyltransferase class-I family","mtu:Rv2612c;",,,,,,,,,,
"P9WHS1","MEC_MYCTU","reviewed","mec mec+ Rv1334 MTCY130.19","CysO-cysteine peptidase (EC 3.13.1.6) (Metallocarboxypeptidase Mec)",146,"Amino-acid biosynthesis;Complete proteome;Cysteine biosynthesis;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc","Peptidase M67A family","mtu:Rv1334;mtv:RVBD_1334;",,,,,,,,,,
"P9WKF3","KDPA_MYCTU","reviewed","kdpA Rv1029 MTCY10G2.20c","Potassium-transporting ATPase potassium-binding subunit (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium-binding and translocating subunit A) (Potassium-translocating ATPase A chain)",571,"Cell membrane;Complete proteome;Ion transport;Membrane;Potassium;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport","KdpA family","mtu:Rv1029;",,,,,,,,,,
"P9WKF5","KAD_MYCTU","reviewed","adk Rv0733 MTV041.07","Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)",181,"3D-structure;ATP-binding;Complete proteome;Cytoplasm;Direct protein sequencing;Isopeptide bond;Kinase;Nucleotide biosynthesis;Nucleotide-binding;Reference proteome;Transferase;Ubl conjugation","Adenylate kinase family","mtu:Rv0733;",,,,,,,,,,
"P9WKE9","KGUA_MYCTU","reviewed","gmk Rv1389 MTCY21B4.06","Guanylate kinase (EC 2.7.4.8) (GMP kinase)",208,"3D-structure;ATP-binding;Acetylation;Complete proteome;Cytoplasm;Kinase;Nucleotide-binding;Reference proteome;Transferase","Guanylate kinase family","mtu:Rv1389;",,,,,,,,,,
"P9WKG9","ISPD_MYCTU","reviewed","ispD Rv3582c MTCY06G11.29c","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)",231,"3D-structure;Complete proteome;Isoprene biosynthesis;Nucleotidyltransferase;Reference proteome;Transferase","IspD/TarI cytidylyltransferase family"," IspD subfamily","mtu:Rv3582c;",,,,,,,,,
"P9WKG7","ISPE_MYCTU","reviewed","ispE Rv1011 MTCI237.28","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)",306,"3D-structure;ATP-binding;Complete proteome;Isoprene biosynthesis;Kinase;Nucleotide-binding;Reference proteome;Transferase","GHMP kinase family"," IspE subfamily","mtu:Rv1011;",,,,,,,,,
"P9WJ91","MAZE4_MYCTU","reviewed","mazE4 mazE-mt7 Rv1494 MTCY277.16","Probable antitoxin MazE4",100,"3D-structure;Complete proteome;Reference proteome;Toxin-antitoxin system",,"mtu:Rv1494;",,,,,,,,,,
"P9WJ89","MAZE5_MYCTU","reviewed","mazE5 mazE-mt5 Rv1943c","Antitoxin MazE5",125,"Complete proteome;Reference proteome;Toxin-antitoxin system",,"mtu:Rv1943c;mtv:RVBD_1943c;",,,,,,,,,,
"P9WII1","MAZF2_MYCTU","reviewed","mazF2 mazF-mt4 Rv0659c","Probable endoribonuclease MazF2 (EC 3.1.-.-) (Probable toxin MazF-mt4)",102,"Complete proteome;Endonuclease;Hydrolase;Nuclease;Reference proteome;Toxin-antitoxin system","PemK/MazF family","mtu:Rv0659c;",,,,,,,,,,
"P9WII5","MAZF4_MYCTU","reviewed","mazF4 mazF-mt7 Rv1495 MTCY277.17","Endoribonuclease MazF4 (EC 3.1.-.-) (Toxin MazF4) (mRNA interferase MazF-mt7)",105,"3D-structure;Complete proteome;Endonuclease;Hydrolase;Nuclease;Reference proteome;Toxin-antitoxin system","PemK/MazF family","mtu:Rv1495;",,,,,,,,,,
"P9WKG3","ISPG_MYCTU","reviewed","ispG gcpE Rv2868c MTV003.14c","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)",387,"4Fe-4S;Acetylation;Complete proteome;Iron;Iron-sulfur;Isoprene biosynthesis;Metal-binding;Oxidoreductase;Reference proteome","IspG family","mtu:Rv2868c;",,,,,,,,,,
"P9WJN1","MCA_MYCTU","reviewed","mca Rv1082","Mycothiol S-conjugate amidase (EC 3.5.1.115)",288,"Complete proteome;Hydrolase;Metal-binding;Reference proteome;Zinc","MshB deacetylase family"," Mca subfamily","mtu:Rv1082;",,,,,,,,,
"P9WMG5","MCE2R_MYCTU","reviewed","mce2R Rv0586 MTCY19H5.36c","HTH-type transcriptional regulator Mce2R",240,"Complete proteome;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation",,"mtu:Rv0586;",,,,,,,,,,
"P9WMR7","IXTPA_MYCTU","reviewed","Rv1341 MTCY02B10.05 MTCY130.26","dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)",204,"Complete proteome;Hydrolase;Magnesium;Metal-binding;Nucleotide metabolism;Nucleotide-binding;Reference proteome","HAM1 NTPase family","mtu:Rv1341;mtv:RVBD_1341;",,,,,,,,,,
"P0CL57","MAZE1_MYCTU","reviewed","mazE1 Rv0456B","Probable antitoxin MazE1",57,"Complete proteome;Reference proteome;Toxin-antitoxin system",,"mtu:Rv0456B;",,,,,,,,,,
"O06779","MAZE2_MYCTU","reviewed","mazE2 mazE-mt4 Rv0660c","Probable antitoxin MazE2",81,"Complete proteome;Reference proteome;Toxin-antitoxin system",,"mtu:Rv0660c;mtv:RVBD_0660c;",,,,,,,,,,
"O53451","MAZE3_MYCTU","reviewed","mazE3 mazE-mt6 Rv1103c","Antitoxin MazE3",106,"Complete proteome;Reference proteome;Toxin-antitoxin system",,"mtu:Rv1103c;",,,,,,,,,,
