"PATRIC ID","locus_tag","Feature ID","Start","End","Length","Strand","FIGfam ID","PATRIC genus-specific families (PLfams)","Protein ID","AA Length","Gene Symbol","product","GO"
"fig|83332.12.peg.302","Rv0271c","PATRIC.83332.12.NC_000962.CDS.326266.328461.rev",326266,328461,2196,"-","FIG00009849","PLF_1763_00000287","NP_214785.1",731,"fadE6","Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE6","GO:0004085|butyryl-CoA dehydrogenase activity"
"fig|83332.12.peg.3271","Rv2935","PATRIC.83332.12.NC_000962.CDS.3267737.3272203.fwd",3267737,3272203,4467,"+","FIG00000319","PLF_1763_00002382","NP_217451.1",1488,"ppsE","Phenolpthiocerol synthesis type-I polyketide synthase PpsE",
"fig|83332.12.peg.3272","Rv2936","PATRIC.83332.12.NC_000962.CDS.3272214.3273209.fwd",3272214,3273209,996,"+","FIG00821138","PLF_1763_00002676","NP_217452.1",331,"drrA","ATP-dependent efflux pump essential for phthiocerol dimycocerosates translocation, ATP-binding protein DrrA-like",
"fig|83332.12.peg.3273","Rv2937","PATRIC.83332.12.NC_000962.CDS.3273299.3274075.fwd",3273299,3274075,777,"+",,"PLF_1763_00002905","NP_217453.1",258,"drrB","ATP-dependent efflux pump essential for phthiocerol dimycocerosates translocation, integral membrane protein DrrB-like",
"fig|83332.12.peg.3274","Rv2938","PATRIC.83332.12.NC_000962.CDS.3274165.3274902.fwd",3274165,3274902,738,"+","FIG01413252","PLF_1763_00003041","NP_217454.1",245,"drrC","ATP-dependent efflux pump essential for phthiocerol dimycocerosates translocation, integral membrane protein DrrC-like",
"fig|83332.12.peg.3275","Rv2939","PATRIC.83332.12.NC_000962.CDS.3274964.3276217.fwd",3274964,3276217,1254,"+","FIG00821330","PLF_1763_00002711","NP_217455.1",417,"papA5","Phthiocerol/phthiodiolone dimycocerosyl transferase PapA5 (EC 2.3.1.-)","GO:0004147|dihydrolipoamide branched chain acyltransferase activity;GO:0004147|sterol O-acyltransferase activity;GO:0004147|N-acetyltransferase activity;GO:0004147|O-acyltransferase activity;GO:0004147|palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity;GO:0004147|carnitine O-acyltransferase activity;GO:0004147|acetyltransferase activity;GO:0004147|C-acyltransferase activity;GO:0004147|palmitoyltransferase activity;GO:0004147|N-acyltransferase activity;GO:0004147|acylglycerol O-acyltransferase activity;GO:0004147|serine O-acyltransferase activity;GO:0004147|O-acetyltransferase activity;GO:0004147|O-octanoyltransferase activity;GO:0004147|octanoyltransferase activity;GO:0004147|O-palmitoyltransferase activity;GO:0004147|S-acyltransferase activity;GO:0004147|S-acetyltransferase activity;GO:0004147|S-malonyltransferase activity;GO:0004147|malonyltransferase activity;GO:0004147|C-palmitoyltransferase activity;GO:0004147|succinyltransferase activity;GO:0004147|N-succinyltransferase activity;GO:0004147|O-succinyltransferase activity;GO:0004147|S-succinyltransferase activity;GO:0004147|sinapoyltransferase activity;GO:0004147|O-sinapoyltransferase activity;GO:0004147|peptidyl-lysine N6-myristoyltransferase activity;GO:0004147|peptidyl-lysine N6-palmitoyltransferase activity;GO:0004147|benzoyl acetate-CoA thiolase activity;GO:0004147|3-hydroxybutyryl-CoA thiolase activity;GO:0004147|3-ketopimelyl-CoA thiolase activity;GO:0004147|N-palmitoyltransferase activity;GO:0004147|myristoyltransferase activity;GO:0004147|acyl-CoA N-acyltransferase activity;GO:0004147|protein-cysteine S-myristoyltransferase activity;GO:0004147|protein-cysteine S-acyltransferase activity;GO:0004147|dihydrolipoamide S-acyltransferase activity;GO:0004147|glucosaminyl-phosphotidylinositol O-acyltransferase activity;GO:0004147|ergosterol O-acyltransferase activity;GO:0004147|lanosterol O-acyltransferase activity;GO:0004147|naphthyl-2-oxomethyl-succinyl-CoA succinyl transferase activity;GO:0004147|2,4,4-trimethyl-3-oxopentanoyl-CoA 2-C-propanoyl transferase activity;GO:0004147|2-methylhexanoyl-CoA C-acetyltransferase activity;GO:0004147|butyryl-CoA 2-C-propionyltransferase activity;GO:0004147|2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity;GO:0004147|L-2-aminoadipate N-acetyltransferase activity;GO:0004147|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity;GO:0004147|keto acid formate lyase activity;GO:0004147|Ras palmitoyltransferase activity;GO:0004147|azetidine-2-carboxylic acid acetyltransferase activity;GO:0004147|peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor;GO:0004147|acetyl-CoA:L-lysine N6-acetyltransferase"
"fig|83332.12.peg.3276","Rv2940c","PATRIC.83332.12.NC_000962.CDS.3276380.3282715.rev",3276380,3282715,6336,"-","FIG01955318","PLF_1763_00002390","NP_217456.1",2111,"mas","Polyketide synthase / Multifunctional mycocerosic acid synthase membrane-associated mas in phthiocerol dimycocerosate cluster",
"fig|83332.12.peg.3","Rv0003","PATRIC.83332.12.NC_000962.CDS.3280.4437.fwd",3280,4437,1158,"+","FIG00000412","PLF_1763_00000635","NP_214517.1",385,"recF","DNA recombination and repair protein RecF",
"fig|83332.12.peg.3277","Rv2941","PATRIC.83332.12.NC_000962.CDS.3283410.3285077.fwd",3283410,3285077,1668,"+","FIG00018699","PLF_1763_00153312","NP_217457.1",555,"fadD28","Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD28",
"fig|83332.12.peg.3278","Rv2942","PATRIC.83332.12.NC_000962.CDS.3285115.3287832.fwd",3285115,3287832,2718,"+","FIG01310187","PLF_1763_00002639","NP_217458.1",905,"mmpL7","Transmembrane transport protein MmpL7",
"fig|83332.12.peg.303","Rv0272c","PATRIC.83332.12.NC_000962.CDS.328575.329708.rev",328575,329708,1134,"-","FIG00820644","PLF_1763_00134904","NP_214786.1",377,,"hypothetical protein Rv0272c",
"fig|83332.12.peg.3279",,"PATRIC.83332.12.NC_000962.CDS.3287786.3287899.rev",3287786,3287899,114,"-","FIG00638284","PLF_1763_00003580",,37,,"hypothetical protein",
"fig|83332.12.peg.3280",,"PATRIC.83332.12.NC_000962.CDS.3288026.3288196.rev",3288026,3288196,171,"-","FIG00822451","PLF_1763_00003239",,56,,"hypothetical protein",
"fig|83332.12.peg.3281","Rv2943","PATRIC.83332.12.NC_000962.CDS.3288464.3289705.fwd",3288464,3289705,1242,"+","FIG01306568","PLF_1763_00000056","NP_217459.1",413,,"PROBABLE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1533",
"fig|83332.12.peg.3282","Rv2943A","PATRIC.83332.12.NC_000962.CDS.3289705.3290235.fwd",3289705,3290235,531,"+","FIG01394830","PLF_1763_00000018","YP_177680.1",176,,"Mobile element protein",
"fig|83332.12.peg.3283","Rv2944","PATRIC.83332.12.NC_000962.CDS.3290123.3290506.fwd",3290123,3290506,384,"+","FIG01306568","PLF_1763_00000018","NP_217460.1",127,,"Mobile element protein",
"fig|83332.12.peg.3284","Rv2945c","PATRIC.83332.12.NC_000962.CDS.3290624.3291304.rev",3290624,3291304,681,"-","FIG01374796","PLF_1763_00003014","NP_217461.1",226,"lppX","Lipoprotein LppX",
"fig|83332.12.peg.3285","Rv2946c","PATRIC.83332.12.NC_000962.CDS.3291503.3296353.rev",3291503,3296353,4851,"-","FIG00000319","PLF_1763_00047542","NP_217462.1",1616,"pks1","Modular polyketide synthase",
"fig|83332.12.peg.3286","Rv2947c","PATRIC.83332.12.NC_000962.CDS.3296350.3297696.rev",3296350,3297696,1347,"-","FIG00821613","PLF_1763_00374285","NP_217463.1",448,"pks15","Modular polyketide synthase",
"fig|83332.12.peg.304","Rv0273c","PATRIC.83332.12.NC_000962.CDS.329705.330325.rev",329705,330325,621,"-","FIG00554417","PLF_1763_00001632","NP_214787.1",206,,"Transcriptional regulator, AcrR family",
"fig|83332.12.peg.3287","Rv2948c","PATRIC.83332.12.NC_000962.CDS.3297837.3299954.rev",3297837,3299954,2118,"-","FIG01956130","PLF_1763_00002479","NP_217464.1",705,"fadD22","Modular polyketide synthase @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD22","GO:0004467|long-chain fatty acid-CoA ligase activity"
"fig|83332.12.peg.3288","Rv2949c","PATRIC.83332.12.NC_000962.CDS.3299971.3300609.rev",3299971,3300609,639,"-","FIG00001158","PLF_1763_00004364","NP_217465.1",212,,"Chorismate--pyruvate lyase (EC 4.1.3.40)",
"fig|83332.12.peg.3290","Rv2950c","PATRIC.83332.12.NC_000962.CDS.3300596.3302455.rev",3300596,3302455,1860,"-","FIG01955703","PLF_1763_00001644","NP_217466.2",619,"fadD29","Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD29",
"fig|83332.12.peg.3291","Rv2951c","PATRIC.83332.12.NC_000962.CDS.3303103.3304212.rev",3303103,3304212,1110,"-","FIG01330417","PLF_1763_00045153","NP_217467.1",369,,"Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase",
"fig|83332.12.peg.305","Rv0274","PATRIC.83332.12.NC_000962.CDS.330380.331003.fwd",330380,331003,624,"+","FIG01955890","PLF_1763_00004477","NP_214788.1",207,,"Glyoxalase family protein",
"fig|83332.12.peg.3292","Rv2952","PATRIC.83332.12.NC_000962.CDS.3304525.3305253.fwd",3304525,3305253,729,"+","FIG00822077","PLF_1763_00001715","NP_217468.1",242,,"Fatty-acid O-methyltransferase (EC 2.1.1.15)","GO:0030733|fatty acid O-methyltransferase activity"
"fig|83332.12.peg.3293","Rv2953","PATRIC.83332.12.NC_000962.CDS.3305279.3306535.fwd",3305279,3306535,1257,"+","FIG01343891","PLF_1763_00002729","NP_217469.1",418,,"Trans-acting enoyl reductase",
"fig|83332.12.peg.3294","Rv2954c","PATRIC.83332.12.NC_000962.CDS.3306666.3307376.rev",3306666,3307376,711,"-","FIG00821260","PLF_1763_00003179","NP_217470.1",236,,"hypothetical protein",
"fig|83332.12.peg.3295","Rv2955c","PATRIC.83332.12.NC_000962.CDS.3307580.3308545.rev",3307580,3308545,966,"-","FIG01324782","PLF_1763_00003086","NP_217471.1",321,,"methyltransferase, FkbM family domain protein",
"fig|83332.12.peg.3296","Rv2956","PATRIC.83332.12.NC_000962.CDS.3309127.3309399.fwd",3309127,3309399,273,"+","FIG01325914","PLF_1763_00042961","NP_217472.1",90,,"hypothetical protein",
"fig|83332.12.peg.306","Rv0275c","PATRIC.83332.12.NC_000962.CDS.330933.331658.rev",330933,331658,726,"-","FIG00554417","PLF_1763_00017736","YP_177706.1",241,,"Transcriptional regulator, AcrR family",
"fig|83332.12.peg.3297","Rv2957","PATRIC.83332.12.NC_000962.CDS.3309527.3310297.fwd",3309527,3310297,771,"+","FIG01358340","PLF_1763_00002951","NP_217473.1",256,,"hypothetical protein",
"fig|83332.12.peg.3298",,"PATRIC.83332.12.NC_000962.CDS.3310272.3310412.rev",3310272,3310412,141,"-","FIG00821797","PLF_1763_00003683",,46,,"hypothetical protein",
"fig|83332.12.peg.3299",,"PATRIC.83332.12.NC_000962.CDS.3310445.3310651.rev",3310445,3310651,207,"-","FIG00822490","PLF_1763_00003526",,68,,"hypothetical protein",
"fig|83332.12.peg.3300","Rv2958c","PATRIC.83332.12.NC_000962.CDS.3310714.3312000.rev",3310714,3312000,1287,"-","FIG01325680","PLF_1763_00000820","NP_217474.1",428,,"UDP-glucoronosyl and UDP-glucosyltransferases family protein",
"fig|83332.12.peg.3301","Rv2959c","PATRIC.83332.12.NC_000962.CDS.3312101.3312670.rev",3312101,3312670,570,"-","FIG01121659","PLF_1763_00002765","NP_217475.1",189,,"SAM-dependent methyltransferase",
"fig|83332.12.peg.3302","Rv2960c","PATRIC.83332.12.NC_000962.CDS.3312953.3313303.rev",3312953,3313303,351,"-","FIG01406753","PLF_1763_00004641","NP_217476.1",116,,"hypothetical protein",
"fig|83332.12.peg.3303","Rv2961","PATRIC.83332.12.NC_000962.CDS.3313283.3313672.fwd",3313283,3313672,390,"+","FIG01340665","PLF_1763_00003535","NP_217477.1",129,,"Transposase",
"fig|83332.12.peg.3304","Rv2962c","PATRIC.83332.12.NC_000962.CDS.3313773.3314969.rev",3313773,3314969,1197,"-","FIG00829425","PLF_1763_00000130","NP_217478.1",398,,"UDP-glucoronosyl and UDP-glucosyltransferases family protein",
"fig|83332.12.peg.3305","Rv2963","PATRIC.83332.12.NC_000962.CDS.3315263.3316456.fwd",3315263,3316456,1194,"+","FIG01315135","PLF_1763_00001475","NP_217479.1",397,,"Uncharacterized membrane protein, YraQ family",
"fig|83332.12.peg.3306","Rv2964","PATRIC.83332.12.NC_000962.CDS.3316544.3317461.fwd",3316544,3317461,918,"+","FIG00000507","PLF_1763_00166485","NP_217480.1",305,"purU","Formyltetrahydrofolate deformylase (EC 3.5.1.10)","GO:0008864|formyltetrahydrofolate deformylase activity"
"fig|83332.12.peg.307","Rv0276","PATRIC.83332.12.NC_000962.CDS.331748.332668.fwd",331748,332668,921,"+","FIG00820337","PLF_1763_00122119","NP_214790.1",306,,"hypothetical protein",
"fig|83332.12.peg.3307",,"PATRIC.83332.12.NC_000962.CDS.3318101.3318286.fwd",3318101,3318286,186,"+","FIG00820983","PLF_1763_00003358",,61,,"hypothetical protein",
"fig|83332.12.peg.3308","Rv2965c","PATRIC.83332.12.NC_000962.CDS.3318330.3318815.rev",3318330,3318815,486,"-","FIG00000261","PLF_1763_00243583","NP_217481.1",161,"coaD","Phosphopantetheine adenylyltransferase (EC 2.7.7.3)","GO:0004595|pantetheine-phosphate adenylyltransferase activity"
"fig|83332.12.peg.3309","Rv2966c","PATRIC.83332.12.NC_000962.CDS.3318901.3319467.rev",3318901,3319467,567,"-","FIG01958885","PLF_1763_00001290","NP_217482.1",188,,"16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)",
"fig|83332.12.peg.3310","Rv2967c","PATRIC.83332.12.NC_000962.CDS.3319663.3323046.rev",3319663,3323046,3384,"-","FIG00001308","PLF_1763_00076594","NP_217483.1",1127,"pca","Pyruvate carboxylase (EC 6.4.1.1)","GO:0004736|pyruvate carboxylase activity"
"fig|83332.12.peg.35","Rv0030","PATRIC.83332.12.NC_000962.CDS.33224.33553.fwd",33224,33553,330,"+","FIG00820914","PLF_1763_00054674","NP_214544.1",109,,"FIG00820914: hypothetical protein",
"fig|83332.12.peg.3311","Rv2968c","PATRIC.83332.12.NC_000962.CDS.3323071.3323700.rev",3323071,3323700,630,"-","FIG00092051","PLF_1763_00001270","NP_217484.1",209,,"Integral membrane protein",
"fig|83332.12.peg.3312","Rv2969c","PATRIC.83332.12.NC_000962.CDS.3323709.3324476.rev",3323709,3324476,768,"-","FIG01328650","PLF_1763_00002161","NP_217485.1",255,,"POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN",
"fig|83332.12.peg.3313","Rv2970c","PATRIC.83332.12.NC_000962.CDS.3324573.3325631.rev",3324573,3325631,1059,"-","FIG01338277","PLF_1763_00002056","NP_217486.1",352,"lipN","lipase-esterase (lipN)",
"fig|83332.12.peg.3314",,"PATRIC.83332.12.NC_000962.CDS.3325827.3325940.fwd",3325827,3325940,114,"+","FIG01345738","PLF_1763_00003370",,37,,"hypothetical protein",
"fig|83332.12.peg.3315","Rv2971","PATRIC.83332.12.NC_000962.CDS.3326101.3326949.fwd",3326101,3326949,849,"+","FIG01239241","PLF_1763_00002011","NP_217487.1",282,,"2,5-diketo-D-gluconic acid reductase (EC 1.1.1.-)","GO:0000252|C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity;GO:0000252|aldo-keto reductase (NADP) activity;GO:0000252|isocitrate dehydrogenase activity;GO:0000252|mevaldate reductase activity;GO:0000252|gluconate dehydrogenase activity;GO:0000252|steroid dehydrogenase activity;GO:0000252|epoxide dehydrogenase activity;GO:0000252|5-exo-hydroxycamphor dehydrogenase activity;GO:0000252|2-hydroxytetrahydrofuran dehydrogenase activity;GO:0000252|acetoin dehydrogenase activity;GO:0000252|phenylcoumaran benzylic ether reductase activity;GO:0000252|D-xylose:NADP reductase activity;GO:0000252|L-arabinose:NADP reductase activity;GO:0000252|D-arabinitol dehydrogenase, D-ribulose forming (NADP+) activity;GO:0000252|steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;GO:0000252|steroid dehydrogenase activity, acting on the CH-CH group of donors;GO:0000252|(R)-(-)-1,2,3,4-tetrahydronaphthol dehydrogenase activity;GO:0000252|3-hydroxymenthone dehydrogenase activity;GO:0000252|very long-chain-3-hydroxyacyl-CoA dehydrogenase activity;GO:0000252|dihydrotestosterone 17-beta-dehydrogenase activity;GO:0000252|(R)-2-hydroxyisocaproate dehydrogenase activity;GO:0000252|L-arabinose 1-dehydrogenase (NADP+) activity;GO:0000252|L-xylulose reductase (NAD+) activity;GO:0000252|3-ketoglucose-reductase activity;GO:0000252|(R)-2-hydroxyglutarate dehydrogenase activity;GO:0000252|D-arabinitol dehydrogenase, D-xylulose forming (NADP+) activity"
"fig|83332.12.peg.3316","Rv2972c","PATRIC.83332.12.NC_000962.CDS.3327023.3327736.rev",3327023,3327736,714,"-","FIG01121868","PLF_1763_00002528","NP_217488.1",237,,"putative membrane protein",
"fig|83332.12.peg.308","Rv0277c","PATRIC.83332.12.NC_000962.CDS.332708.333136.rev",332708,333136,429,"-","FIG00820218","PLF_1763_00003950","NP_214791.1",142,,"toxin VapC25 @ Toxin 1, PIN domain",
"fig|83332.12.peg.3317","Rv2973c","PATRIC.83332.12.NC_000962.CDS.3327733.3329946.rev",3327733,3329946,2214,"-","FIG00021289","PLF_1763_00000344","NP_217489.1",737,"recG","ATP-dependent DNA helicase RecG (EC 3.6.4.12)",
"fig|83332.12.peg.3318","Rv2974c","PATRIC.83332.12.NC_000962.CDS.3329949.3331361.rev",3329949,3331361,1413,"-","FIG00042616","PLF_1763_00006119","NP_217490.1",470,,"Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain",
"fig|83332.12.peg.3319","Rv2975c","PATRIC.83332.12.NC_000962.CDS.3331358.3331612.rev",3331358,3331612,255,"-","FIG00042616","PLF_1763_00147981","NP_217491.1",84,,"Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain",
"fig|83332.12.peg.309",,"PATRIC.83332.12.NC_000962.CDS.333160.333333.rev",333160,333333,174,"-","FIG00820303","PLF_1763_00406993",,57,,"hypothetical protein",
"fig|83332.12.peg.3320",,"PATRIC.83332.12.NC_000962.CDS.3331854.3332048.fwd",3331854,3332048,195,"+","FIG00000266","PLF_1763_00001242",,64,,"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-dependent",
"fig|83332.12.peg.3321","Rv2976c","PATRIC.83332.12.NC_000962.CDS.3332071.3332754.rev",3332071,3332754,684,"-","FIG00000538","PLF_1763_00000716","NP_217492.1",227,"ung","Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)",
"fig|83332.12.peg.3322","Rv2977c","PATRIC.83332.12.NC_000962.CDS.3332787.3333788.rev",3332787,3333788,1002,"-","FIG00000570","PLF_1763_00001046","NP_217493.1",333,"thiL","Thiamine-monophosphate kinase (EC 2.7.4.16)","GO:0009030|thiamin phosphate kinase activity"
"fig|83332.12.peg.3323","Rv2978c","PATRIC.83332.12.NC_000962.CDS.3333785.3335164.rev",3333785,3335164,1380,"-","FIG01306568","PLF_1763_00246570","NP_217494.1",459,,"Mobile element protein",
"fig|83332.12.peg.310","Rv0278c","PATRIC.83332.12.NC_000962.CDS.333437.336310.rev",333437,336310,2874,"-","FIG01274276","PLF_1763_00157190","YP_177707.1",957,"PE_PGRS3","PE_PGRS family protein => PE_PGRS3",
"fig|83332.12.peg.3324","Rv2979c","PATRIC.83332.12.NC_000962.CDS.3335164.3335748.rev",3335164,3335748,585,"-","FIG00638247","PLF_1763_00145528","NP_217495.1",194,,"Resolvase",
"fig|83332.12.peg.3325","Rv2980","PATRIC.83332.12.NC_000962.CDS.3335930.3336505.fwd",3335930,3336505,576,"+","FIG01121868","PLF_1763_00003312","NP_217496.1",191,,"putative membrane protein",
"fig|83332.12.peg.3326",,"PATRIC.83332.12.NC_000962.CDS.3336527.3336622.fwd",3336527,3336622,96,"+","FIG00638284","PLF_1763_00010458",,31,,"hypothetical protein",
"fig|83332.12.peg.3327",,"PATRIC.83332.12.NC_000962.CDS.3336564.3336740.fwd",3336564,3336740,177,"+","FIG00638284","PLF_1763_00010458",,58,,"hypothetical protein",
"fig|83332.12.peg.3328","Rv2981c","PATRIC.83332.12.NC_000962.CDS.3336796.3337917.rev",3336796,3337917,1122,"-","FIG00000350","PLF_1763_00000884","NP_217497.1",373,"ddl","D-alanine--D-alanine ligase (EC 6.3.2.4)","GO:0008716|D-alanine-D-alanine ligase activity"
"fig|83332.12.peg.3329","Rv2982c","PATRIC.83332.12.NC_000962.CDS.3337995.3339005.rev",3337995,3339005,1011,"-","FIG00000309","PLF_1763_00000618","NP_217498.1",336,"gpsA","Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)","GO:0047952|glycerol-3-phosphate dehydrogenase [NAD(P)+] activity"
"fig|83332.12.peg.3330","Rv2983","PATRIC.83332.12.NC_000962.CDS.3339091.3339762.fwd",3339091,3339762,672,"+","FIG01121259","PLF_1763_00001831","NP_217499.1",223,,"2-phospho-L-lactate guanylyltransferase (EC 2.7.7.68)",
"fig|83332.12.peg.3331","Rv2984","PATRIC.83332.12.NC_000962.CDS.3339854.3342082.fwd",3339854,3342082,2229,"+","FIG00000504","PLF_1763_00000373","NP_217500.1",742,"ppk","Polyphosphate kinase (EC 2.7.4.1)","GO:0008976|polyphosphate kinase activity"
"fig|83332.12.peg.3332","Rv2985","PATRIC.83332.12.NC_000962.CDS.3342165.3343118.fwd",3342165,3343118,954,"+","FIG00544763","PLF_1763_00001724","NP_217501.1",317,"mutT1","Possible hydrolase mutT1 (EC 3.-.-.-)",
"fig|83332.12.peg.3333","Rv2986c","PATRIC.83332.12.NC_000962.CDS.3343176.3343820.rev",3343176,3343820,645,"-","FIG01296719","PLF_1763_00151694","NP_217502.1",214,"hupB","DNA-binding protein HU / low-complexity, AKP-rich domain",
"fig|83332.12.peg.3334","Rv2987c","PATRIC.83332.12.NC_000962.CDS.3344033.3344629.rev",3344033,3344629,597,"-","FIG00000282","PLF_1763_00000877","NP_217503.1",198,"leuD","3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)","GO:0003861|3-isopropylmalate dehydratase activity"
"fig|83332.12.peg.3335","Rv2988c","PATRIC.83332.12.NC_000962.CDS.3344654.3346075.rev",3344654,3346075,1422,"-","FIG00000280","PLF_1763_00000436","NP_217504.1",473,"leuC","3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)","GO:0003861|3-isopropylmalate dehydratase activity"
"fig|83332.12.peg.3336","Rv2989","PATRIC.83332.12.NC_000962.CDS.3346147.3346848.fwd",3346147,3346848,702,"+","FIG00022569","PLF_1763_00001287","NP_217505.1",233,,"Transcriptional regulator, IclR family","GO:0003677|DNA binding"
"fig|83332.12.peg.3337","Rv2990c","PATRIC.83332.12.NC_000962.CDS.3346859.3347713.rev",3346859,3347713,855,"-","FIG01340895","PLF_1763_00003342","NP_217506.1",284,,"Putative uncharacterized protein BCG_3011c",
"fig|83332.12.peg.3338","Rv2991","PATRIC.83332.12.NC_000962.CDS.3347982.3348473.fwd",3347982,3348473,492,"+","FIG00820156","PLF_1763_00001544","NP_217507.1",163,,"hypothetical protein",
"fig|83332.12.peg.3339","Rv2992c","PATRIC.83332.12.NC_000962.CDS.3348805.3350277.rev",3348805,3350277,1473,"-","FIG00000686","PLF_1763_00000737","YP_177915.1",490,"gltX","Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)","GO:0004818|glutamate-tRNA ligase activity"
"fig|83332.12.peg.3340","Rv2993c","PATRIC.83332.12.NC_000962.CDS.3350274.3351119.rev",3350274,3351119,846,"-","FIG00137538","PLF_1763_00001016","NP_217509.1",281,,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-) / 5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)",
"fig|83332.12.peg.36","Rv0031","PATRIC.83332.12.NC_000962.CDS.33510.33794.fwd",33510,33794,285,"+","FIG01312617","PLF_1763_00246570","NP_214545.1",94,,"Mobile element protein",
"fig|83332.12.peg.3341","Rv2994","PATRIC.83332.12.NC_000962.CDS.3351269.3352606.fwd",3351269,3352606,1338,"+","FIG00820204","PLF_1763_00004580","NP_217510.1",445,,"MFS-type transporter Rv2994 family => implicated in rifampicin, ofloxacin efflux",
"fig|83332.12.peg.3342","Rv2995c","PATRIC.83332.12.NC_000962.CDS.3352458.3353486.rev",3352458,3353486,1029,"-","FIG00000341","PLF_1763_00001291","NP_217511.1",342,"leuB","3-isopropylmalate dehydrogenase (EC 1.1.1.85)","GO:0003862|3-isopropylmalate dehydrogenase activity"
"fig|83332.12.peg.3343","Rv2996c","PATRIC.83332.12.NC_000962.CDS.3353483.3355069.rev",3353483,3355069,1587,"-","FIG00031250","PLF_1763_00000442","YP_177916.1",528,"serA1","D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)","GO:0004617|phosphoglycerate dehydrogenase activity"
"fig|83332.12.peg.3344","Rv2997","PATRIC.83332.12.NC_000962.CDS.3355099.3356541.fwd",3355099,3356541,1443,"+","FIG00139162","PLF_1763_00001742","NP_217513.1",480,,"Phytoene dehydrogenase and related proteins","GO:0006118|electron transport;GO:0016491|oxidoreductase activity"
"fig|83332.12.peg.3345",,"PATRIC.83332.12.NC_000962.CDS.3356733.3356960.rev",3356733,3356960,228,"-",,"PLF_1763_00003396",,75,,"hypothetical protein",
"fig|83332.12.peg.3346","Rv2998","PATRIC.83332.12.NC_000962.CDS.3357067.3357276.fwd",3357067,3357276,210,"+","FIG01363449","PLF_1763_00004279","NP_217514.1",69,,"hypothetical protein",
"fig|83332.12.peg.3347",,"PATRIC.83332.12.NC_000962.CDS.3357252.3357554.fwd",3357252,3357554,303,"+","FIG00820570","PLF_1763_00004162",,100,,"hypothetical protein",
"fig|83332.12.peg.3348","Rv2999","PATRIC.83332.12.NC_000962.CDS.3357602.3358567.fwd",3357602,3358567,966,"+","FIG01310290","PLF_1763_00003144","NP_217515.1",321,"lppY","protein of unknown function LppY and LpqO",
"fig|83332.12.peg.3349","Rv3000","PATRIC.83332.12.NC_000962.CDS.3358612.3359271.fwd",3358612,3359271,660,"+","FIG00004730","PLF_1763_00003198","NP_217516.1",219,,"Probable iron export permease protein FetB",
"fig|83332.12.peg.3350","Rv3001c","PATRIC.83332.12.NC_000962.CDS.3359585.3360598.rev",3359585,3360598,1014,"-","FIG00000244","PLF_1763_00000621","NP_217517.1",337,"ilvC","Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)","GO:0004455|ketol-acid reductoisomerase activity"
"fig|83332.12.peg.3351","Rv3002c","PATRIC.83332.12.NC_000962.CDS.3360624.3361130.rev",3360624,3361130,507,"-","FIG00000433","PLF_1763_00000660","NP_217518.1",168,"ilvH","Acetolactate synthase small subunit (EC 2.2.1.6)","GO:0003984|acetolactate synthase activity"
"fig|83332.12.peg.3352","Rv3003c","PATRIC.83332.12.NC_000962.CDS.3361130.3362986.rev",3361130,3362986,1857,"-","FIG00136692","PLF_1763_00000279","YP_177917.1",618,"ilvB1","Acetolactate synthase large subunit (EC 2.2.1.6)","GO:0003984|acetolactate synthase activity"
