,id,AssemblyAccession,BioSampleAccn,BioSampleId,SubmitterOrganization,GenbankAccession,strain,host,collection_date,geo_loc_name,sample_type,link,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,lat_lon,num_replicons,ref_biomaterial,isolation_source,collected_by,host_disease,isolate,depth,elev,derived-from,eLMSG_genome_id,eLMSG_link,metagenomic,environmental-sample,metagenome-source,passage_history,host_tissue_sampled,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,collection date,common name,geographic location (country and/or sea),geographic location (region and locality),host health state,host scientific name,host_clinical_signs,isolation source,sample name,assembly quality,assembly software,binning parameters,binning software,broker name,completeness score,completeness software,contamination score,environment (biome),environment (feature),environment (material),geographic location (latitude),geographic location (longitude),investigation type,metagenomic source,project name,sample derived from,sequencing method,taxonomic identity marker,biomaterial_provider,isolate_name_alias,SHEN,isolation-source,country,host_age,culture-collection,note,clone,type-material,collection-date,nat-host,region,pair,kk_code,tissue,source,PCR_DDGE,clade
GCA_016453485,9034461,GCF_016453485.1,SAMN15246551,15246551,Belgian Mycoplasma consortium,GCA_016453485.1,Mb272,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/485/GCA_016453485.1_ASM1645348v1/GCA_016453485.1_ASM1645348v1.fna.gz,Dairy,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453465,9034371,GCF_016453465.1,SAMN15246552,15246552,Belgian Mycoplasma consortium,GCA_016453465.1,Mb276,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/465/GCA_016453465.1_ASM1645346v1/GCA_016453465.1_ASM1645346v1.fna.gz,Dairy,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453445,9034261,GCF_016453445.1,SAMN15246553,15246553,Belgian Mycoplasma consortium,GCA_016453445.1,Mb130,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/445/GCA_016453445.1_ASM1645344v1/GCA_016453445.1_ASM1645344v1.fna.gz,Dairy,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453425,9034241,GCF_016453425.1,SAMN15246554,15246554,Belgian Mycoplasma consortium,GCA_016453425.1,AR4,Bos taurus,2019,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/425/GCA_016453425.1_ASM1645342v1/GCA_016453425.1_ASM1645342v1.fna.gz,Dairy,Milk,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453405,9034231,GCF_016453405.1,SAMN15246555,15246555,Belgian Mycoplasma consortium,GCA_016453405.1,Mb214,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/405/GCA_016453405.1_ASM1645340v1/GCA_016453405.1_ASM1645340v1.fna.gz,Dairy,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453385,9034221,GCF_016453385.1,SAMN15246556,15246556,Belgian Mycoplasma consortium,GCA_016453385.1,Mb225,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/385/GCA_016453385.1_ASM1645338v1/GCA_016453385.1_ASM1645338v1.fna.gz,Dairy,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453365,9034211,GCF_016453365.1,SAMN15246557,15246557,Belgian Mycoplasma consortium,GCA_016453365.1,VK25,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/365/GCA_016453365.1_ASM1645336v1/GCA_016453365.1_ASM1645336v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453345,9034201,GCF_016453345.1,SAMN15246559,15246559,Belgian Mycoplasma consortium,GCA_016453345.1,VK10,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/345/GCA_016453345.1_ASM1645334v1/GCA_016453345.1_ASM1645334v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453325,9034191,GCF_016453325.1,SAMN15246560,15246560,Belgian Mycoplasma consortium,GCA_016453325.1,VK11,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/325/GCA_016453325.1_ASM1645332v1/GCA_016453325.1_ASM1645332v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453305,9034181,GCF_016453305.1,SAMN15246561,15246561,Belgian Mycoplasma consortium,GCA_016453305.1,VK13,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/305/GCA_016453305.1_ASM1645330v1/GCA_016453305.1_ASM1645330v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453285,9034171,GCF_016453285.1,SAMN15246562,15246562,Belgian Mycoplasma consortium,GCA_016453285.1,VK14,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/285/GCA_016453285.1_ASM1645328v1/GCA_016453285.1_ASM1645328v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453265,9034161,GCF_016453265.1,SAMN15246563,15246563,Belgian Mycoplasma consortium,GCA_016453265.1,VK15,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/265/GCA_016453265.1_ASM1645326v1/GCA_016453265.1_ASM1645326v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453245,9034141,GCF_016453245.1,SAMN15246564,15246564,Belgian Mycoplasma consortium,GCA_016453245.1,VK16,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/245/GCA_016453245.1_ASM1645324v1/GCA_016453245.1_ASM1645324v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453225,9034121,GCF_016453225.1,SAMN15246565,15246565,Belgian Mycoplasma consortium,GCA_016453225.1,VK19,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/225/GCA_016453225.1_ASM1645322v1/GCA_016453225.1_ASM1645322v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453185,9034091,GCF_016453185.1,SAMN15246567,15246567,Belgian Mycoplasma consortium,GCA_016453185.1,VK23,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/185/GCA_016453185.1_ASM1645318v1/GCA_016453185.1_ASM1645318v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453165,9034081,GCF_016453165.1,SAMN15246568,15246568,Belgian Mycoplasma consortium,GCA_016453165.1,VK24,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/165/GCA_016453165.1_ASM1645316v1/GCA_016453165.1_ASM1645316v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453145,9034071,GCF_016453145.1,SAMN15246570,15246570,Belgian Mycoplasma consortium,GCA_016453145.1,VK26,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/145/GCA_016453145.1_ASM1645314v1/GCA_016453145.1_ASM1645314v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453125,9034061,GCF_016453125.1,SAMN15246571,15246571,Belgian Mycoplasma consortium,GCA_016453125.1,VK27,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/125/GCA_016453125.1_ASM1645312v1/GCA_016453125.1_ASM1645312v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453105,9034051,GCF_016453105.1,SAMN15246572,15246572,Belgian Mycoplasma consortium,GCA_016453105.1,VK30,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/105/GCA_016453105.1_ASM1645310v1/GCA_016453105.1_ASM1645310v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453085,9034041,GCF_016453085.1,SAMN15246573,15246573,Belgian Mycoplasma consortium,GCA_016453085.1,Mb188,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/085/GCA_016453085.1_ASM1645308v1/GCA_016453085.1_ASM1645308v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453065,9034031,GCF_016453065.1,SAMN15246574,15246574,Belgian Mycoplasma consortium,GCA_016453065.1,Mb217,Bos taurus,2014,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/065/GCA_016453065.1_ASM1645306v1/GCA_016453065.1_ASM1645306v1.fna.gz,Veal,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453045,9034021,GCA_016453045.1,SAMN15246575,15246575,Belgian Mycoplasma consortium,GCA_016453045.1,TO VK,Bos taurus,2019,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/045/GCA_016453045.1_ASM1645304v1/GCA_016453045.1_ASM1645304v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453025,9034011,GCF_016453025.1,SAMN15246576,15246576,Belgian Mycoplasma consortium,GCA_016453025.1,VK41,Bos taurus,2019,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/025/GCA_016453025.1_ASM1645302v1/GCA_016453025.1_ASM1645302v1.fna.gz,Veal,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016453005,9034001,GCF_016453005.1,SAMN15246577,15246577,Belgian Mycoplasma consortium,GCA_016453005.1,VK32,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/453/005/GCA_016453005.1_ASM1645300v1/GCA_016453005.1_ASM1645300v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452985,9033991,GCF_016452985.1,SAMN15246578,15246578,Belgian Mycoplasma consortium,GCA_016452985.1,VK12,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/985/GCA_016452985.1_ASM1645298v1/GCA_016452985.1_ASM1645298v1.fna.gz,Veal,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452965,9033981,GCF_016452965.1,SAMN15246579,15246579,Belgian Mycoplasma consortium,GCA_016452965.1,Mb109,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/965/GCA_016452965.1_ASM1645296v1/GCA_016452965.1_ASM1645296v1.fna.gz,Dairy,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452945,9033971,GCF_016452945.1,SAMN15246581,15246581,Belgian Mycoplasma consortium,GCA_016452945.1,Mb134,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/945/GCA_016452945.1_ASM1645294v1/GCA_016452945.1_ASM1645294v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452925,9033961,GCF_016452925.1,SAMN15246582,15246582,Belgian Mycoplasma consortium,GCA_016452925.1,Mb193,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/925/GCA_016452925.1_ASM1645292v1/GCA_016452925.1_ASM1645292v1.fna.gz,Veal,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452905,9033951,GCF_016452905.1,SAMN15246583,15246583,Belgian Mycoplasma consortium,GCA_016452905.1,Mb51,Bos taurus,2016,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/905/GCA_016452905.1_ASM1645290v1/GCA_016452905.1_ASM1645290v1.fna.gz,Beef,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452885,9033941,GCF_016452885.1,SAMN15246584,15246584,Belgian Mycoplasma consortium,GCA_016452885.1,Mb59,Bos taurus,2016,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/885/GCA_016452885.1_ASM1645288v1/GCA_016452885.1_ASM1645288v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452865,9033931,GCA_016452865.1,SAMN15246585,15246585,Belgian Mycoplasma consortium,GCA_016452865.1,Mb208,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/865/GCA_016452865.1_ASM1645286v1/GCA_016452865.1_ASM1645286v1.fna.gz,Dairy,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452825,9033911,GCF_016452825.1,SAMN15246587,15246587,Belgian Mycoplasma consortium,GCA_016452825.1,Mb185,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/825/GCA_016452825.1_ASM1645282v1/GCA_016452825.1_ASM1645282v1.fna.gz,Beef,DNS,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452805,9033901,GCF_016452805.1,SAMN15246588,15246588,Belgian Mycoplasma consortium,GCA_016452805.1,Mb147,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/805/GCA_016452805.1_ASM1645280v1/GCA_016452805.1_ASM1645280v1.fna.gz,Beef,Joint,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452785,9033891,GCF_016452785.1,SAMN15246589,15246589,Belgian Mycoplasma consortium,GCA_016452785.1,Mb172,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/785/GCA_016452785.1_ASM1645278v1/GCA_016452785.1_ASM1645278v1.fna.gz,Dairy,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452745,9033871,GCF_016452745.1,SAMN15246592,15246592,Belgian Mycoplasma consortium,GCA_016452745.1,Mb152,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/745/GCA_016452745.1_ASM1645274v1/GCA_016452745.1_ASM1645274v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452725,9033861,GCF_016452725.1,SAMN15246593,15246593,Belgian Mycoplasma consortium,GCA_016452725.1,Mb166,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/725/GCA_016452725.1_ASM1645272v1/GCA_016452725.1_ASM1645272v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452705,9033851,GCF_016452705.1,SAMN15246594,15246594,Belgian Mycoplasma consortium,GCA_016452705.1,Mb168,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/705/GCA_016452705.1_ASM1645270v1/GCA_016452705.1_ASM1645270v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452685,9033841,GCF_016452685.1,SAMN15246595,15246595,Belgian Mycoplasma consortium,GCA_016452685.1,Mb194,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/685/GCA_016452685.1_ASM1645268v1/GCA_016452685.1_ASM1645268v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452665,9033831,GCF_016452665.1,SAMN15246596,15246596,Belgian Mycoplasma consortium,GCA_016452665.1,Mb182,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/665/GCA_016452665.1_ASM1645266v1/GCA_016452665.1_ASM1645266v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452645,9033821,GCF_016452645.1,SAMN15246597,15246597,Belgian Mycoplasma consortium,GCA_016452645.1,Mb183,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/645/GCA_016452645.1_ASM1645264v1/GCA_016452645.1_ASM1645264v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452625,9033811,GCF_016452625.1,SAMN15246598,15246598,Belgian Mycoplasma consortium,GCA_016452625.1,Mb240,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/625/GCA_016452625.1_ASM1645262v1/GCA_016452625.1_ASM1645262v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452605,9033801,GCF_016452605.1,SAMN15246599,15246599,Belgian Mycoplasma consortium,GCA_016452605.1,Mb267,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/605/GCA_016452605.1_ASM1645260v1/GCA_016452605.1_ASM1645260v1.fna.gz,Beef,Middle ear,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452585,9033791,GCF_016452585.1,SAMN15246600,15246600,Belgian Mycoplasma consortium,GCA_016452585.1,Mb206,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/585/GCA_016452585.1_ASM1645258v1/GCA_016452585.1_ASM1645258v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452565,9033781,GCF_016452565.1,SAMN15246602,15246602,Belgian Mycoplasma consortium,GCA_016452565.1,Mb108,Bos taurus,2016,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/565/GCA_016452565.1_ASM1645256v1/GCA_016452565.1_ASM1645256v1.fna.gz,Beef,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452545,9033771,GCF_016452545.1,SAMN15246603,15246603,Belgian Mycoplasma consortium,GCA_016452545.1,Mb110,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/545/GCA_016452545.1_ASM1645254v1/GCA_016452545.1_ASM1645254v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452525,9033761,GCF_016452525.1,SAMN15246604,15246604,Belgian Mycoplasma consortium,GCA_016452525.1,Mb201,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/525/GCA_016452525.1_ASM1645252v1/GCA_016452525.1_ASM1645252v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452505,9033751,GCF_016452505.1,SAMN15246606,15246606,Belgian Mycoplasma consortium,GCA_016452505.1,Mb268,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/505/GCA_016452505.1_ASM1645250v1/GCA_016452505.1_ASM1645250v1.fna.gz,Beef,Milk,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452465,9033731,GCA_016452465.1,SAMN15246608,15246608,Belgian Mycoplasma consortium,GCA_016452465.1,AR3,Bos taurus,2019,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/465/GCA_016452465.1_ASM1645246v1/GCA_016452465.1_ASM1645246v1.fna.gz,Beef,Joint,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452445,9033721,GCF_016452445.1,SAMN15246609,15246609,Belgian Mycoplasma consortium,GCA_016452445.1,Mb209,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/445/GCA_016452445.1_ASM1645244v1/GCA_016452445.1_ASM1645244v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
